title,genre,original_language,release_date,ratings
Rebecca,"Mystery,Drama,Thriller,Romance",en,1940-03-23,7.9
Vincent,"Animation,Fantasy",en,1982-10-01,7.9
Unforgiven,Western,en,1992-08-07,7.9
The Breadwinner,"Animation,War,Drama",en,2017-11-17,7.9
La Grande Vadrouille,"Comedy,War",fr,1966-12-08,7.9
Young Frankenstein,Comedy,en,1974-12-15,7.9
Luca,"Animation,Comedy,Family,Fantasy",en,2021-06-17,7.9
Captain Fantastic,"Adventure,Drama",en,2016-07-08,7.9
Freedom Writers,"Crime,Drama",en,2007-01-05,7.9
Inside Out,"Animation,Family,Adventure,Drama,Comedy",en,2015-06-09,7.9
Ordet,Drama,da,1955-01-09,7.9
Ace in the Hole,Drama,en,1951-06-29,7.9
Two Women,"Drama,War",it,1960-12-22,7.9
Persepolis,"Animation,Drama",fr,2007-06-27,7.9
Braveheart,"Action,Drama,History,War",en,1995-03-14,7.9
Blade Runner,"Science Fiction,Drama,Thriller",en,1982-06-25,7.9
Cousins,"Comedy,Romance,Drama",pt,2019-12-10,7.9
Mulan,"Animation,Family,Adventure",en,1998-06-18,7.9
No Country for Old Men,"Crime,Drama,Thriller",en,2007-06-13,7.9
La Jetée,"Romance,Science Fiction",fr,1962-02-16,7.9
My Little Pony: A New Generation,"Animation,Family,Fantasy,Comedy,Music,Adventure",en,2021-09-23,7.9
Chinatown,"Crime,Drama,Mystery,Thriller",en,1974-06-20,7.9
Jurassic Park,"Adventure,Science Fiction",en,1993-06-11,7.9
A Separation,Drama,fa,2011-02-15,7.9
Nausicaä of the Valley of the Wind,"Adventure,Animation,Fantasy",ja,1984-03-11,7.9
Raiders of the Lost Ark,"Adventure,Action",en,1981-06-12,7.9
To Live,"Drama,Romance,War",zh,1994-05-26,7.9
Faust,"Drama,Fantasy,Horror",de,1926-10-13,7.9
Whisper of the Heart,"Animation,Drama,Family",ja,1995-07-15,7.9
Ne Zha,"Animation,Fantasy,Adventure",zh,2019-07-26,7.9
Little Women,"Drama,Romance",en,2019-12-25,7.9
The Iron Giant,"Family,Animation,Adventure,Science Fiction,Comedy",en,1999-08-06,7.9
In the Name of the Father,Drama,en,1993-12-12,7.9
Harry Potter and the Philosopher's Stone,"Adventure,Fantasy",en,2001-11-16,7.9
Justice League: The Flashpoint Paradox,"Science Fiction,Animation,Action,Adventure",en,2013-07-30,7.9
Mamma Roma,Drama,it,1962-09-22,7.9
Z,"Drama,History,Thriller",fr,1969-02-26,7.9
Aliens,"Action,Thriller,Science Fiction",en,1986-07-18,7.9
Sunrise: A Song of Two Humans,"Drama,Romance",en,1927-11-04,7.9
Louis C.K.: Hilarious,Comedy,en,2010-01-26,7.9
1900,"Drama,History",it,1976-09-01,7.9
The Night of the Hunter,"Crime,Drama,Thriller",en,1955-08-26,7.9
About Time,"Drama,Romance,Fantasy",en,2013-09-04,7.9
To Be or Not to Be,"Comedy,War",en,1942-03-05,7.9
Guardians of the Galaxy,"Action,Science Fiction,Adventure",en,2014-07-30,7.9
Winter Light,Drama,sv,1963-02-11,7.9
Return of the Jedi,"Adventure,Action,Science Fiction",en,1983-05-25,7.9
Amélie,"Comedy,Romance",fr,2001-04-25,7.9
Minha Vida em Marte,"Comedy,Romance",pt,2018-12-27,7.9
Sing Street,"Comedy,Romance,Drama,Music",en,2016-03-11,7.9
The Pursuit of Happyness,Drama,en,2006-12-14,7.9
Letter from an Unknown Woman,"Drama,Romance",en,1948-04-28,7.9
Roman Holiday,"Romance,Comedy,Drama",en,1953-08-26,7.9
You've Got This,"Romance,Comedy",es,2020-10-02,7.9
The Working Class Goes to Heaven,Drama,it,1971-09-17,7.9
Ivan's Childhood,"Drama,War",ru,1962-05-09,7.9
The Specials,"Comedy,Drama",fr,2019-10-23,7.9
Yi Yi,"Drama,Romance",zh,2000-09-20,7.9
It Happened One Night,"Comedy,Romance",en,1934-02-22,7.9
Dancer in the Dark,"Drama,Crime",en,2000-06-30,7.9
La luna,"Animation,Family",en,2012-02-10,7.9
Heat,"Action,Crime,Drama,Thriller",en,1995-12-15,7.9
V for Vendetta,"Action,Thriller,Fantasy",en,2006-02-23,7.9
Rio Bravo,Western,en,1959-03-17,7.9
Sherlock: The Abominable Bride,"Crime,Drama,Mystery,TV Movie",en,2016-01-01,7.9
Scooby-Doo! and the Samurai Sword,"Family,Mystery,Animation,Comedy,Action,Fantasy",en,2009-04-07,7.9
Tokyo Godfathers,"Animation,Drama,Comedy",ja,2003-12-29,7.9
Whiplash,"Drama,Music",en,2013-01-18,7.9
Bajrangi Bhaijaan,"Action,Comedy,Drama",hi,2015-07-17,7.9
Me Before You,"Drama,Romance",en,2016-06-01,7.9
A Street Cat Named Bob,"Family,Drama",en,2016-11-04,7.9
Nostalgia,"Drama,Romance",ru,1983-05-01,7.9
The Cure,"Drama,Family",en,1995-04-21,7.9
Farewell My Concubine,Drama,zh,1993-01-01,7.9
Miraculous World: Shanghai – The Legend of Ladydragon,"Animation,Family,Adventure,Fantasy,Action,TV Movie",fr,2021-05-15,7.9
Gone Girl,"Mystery,Thriller,Drama",en,2014-10-01,7.9
The Seven Deadly Sins: Cursed by Light,"Animation,Fantasy",ja,2021-07-02,7.9
A Fistful of Dollars,Western,it,1964-01-18,7.9
Monsieur Verdoux,"Comedy,Crime",en,1947-09-26,7.9
Day for Night,"Comedy,Drama",fr,1973-05-24,7.9
Paper Moon,"Comedy,Crime,Drama",en,1973-05-09,7.9
Diabolique,"Drama,Horror,Thriller",fr,1955-01-29,7.9
Always,"Romance,Drama,Adventure",ko,2011-10-20,7.9
See You Up There,"Drama,Crime,War",fr,2017-10-25,7.9
La La Land,"Comedy,Drama,Romance,Music",en,2016-11-29,7.9
Tampopo,Comedy,ja,1985-11-23,7.9
World of Tomorrow,"Animation,Drama,Science Fiction",en,2015-01-22,7.9
The Diamond Arm,"Adventure,Comedy,Crime",ru,1968-02-02,7.9
Perfect Strangers,"Comedy,Drama",it,2016-02-11,7.9
Departures,Drama,ja,2008-09-13,7.9
Fargo,"Crime,Drama,Thriller",en,1996-03-08,7.9
The Notebook,"Romance,Drama",en,2004-06-25,7.9
Solaris,"Drama,Science Fiction,Mystery",ru,1972-03-20,7.9
Kill Bill: Vol. 2,"Action,Crime,Thriller",en,2004-04-16,7.9
The Theory of Everything,"Drama,Romance",en,2014-11-26,7.9
Umberto D.,Drama,it,1952-01-20,7.9
Shoplifters,Drama,ja,2018-06-02,7.9
Titanic,"Drama,Romance",en,1997-11-18,7.9
Safety Last!,"Comedy,Romance,Action",en,1923-04-01,7.9
Joint Security Area,"War,Drama,Thriller,Action",ko,2000-09-09,7.9
Le Samouraï,"Crime,Thriller",fr,1967-10-25,7.9
Evangelion: 2.0 You Can (Not) Advance,"Animation,Science Fiction,Action,Drama",ja,2009-06-26,7.9
Rififi,"Drama,Action,Crime",fr,1955-04-13,7.9
Dune,"Science Fiction,Adventure",en,2021-09-08,7.9
Network,Drama,en,1976-11-14,7.9
The Miracle Worker,Drama,en,1962-05-23,7.9
Stand by Me,"Crime,Drama",en,1986-08-08,7.9
A Bag of Marbles,"War,Drama",fr,2017-01-18,7.9
Anatomy of a Murder,"Crime,Drama,Mystery,Thriller",en,1959-07-01,7.9
Werckmeister Harmonies,Drama,hu,2000-07-12,7.9
Isle of Dogs,"Adventure,Comedy,Animation",en,2018-03-23,7.9
Her,"Romance,Science Fiction,Drama",en,2013-12-18,7.9
Millennium Actress,"Animation,Drama,Romance",ja,2001-09-14,7.9
Rurouni Kenshin: The Final,"Action,Adventure,Drama",ja,2021-04-23,7.9
Feast,"Animation,Comedy,Drama,Family",en,2014-10-25,7.9
Hustle,"Drama,Comedy",en,2022-06-03,7.9
Cindy La Regia,"Comedy,Romance",es,2020-01-24,7.9
No Game No Life: Zero,"Animation,Action,Drama",ja,2017-07-15,7.9
Hiroshima Mon Amour,"Drama,History,Romance",fr,1959-06-10,7.9
Knives Out,"Comedy,Crime,Mystery",en,2019-11-27,7.9
Drishyam,"Crime,Drama,Thriller,Mystery",hi,2015-07-30,7.9
Papillon,"Crime,Drama",en,1973-12-13,7.9
We Bare Bears: The Movie,"Animation,Adventure,Family,Comedy,TV Movie",en,2020-06-30,7.9
King Richard,"Drama,History",en,2021-11-18,7.9
Through a Glass Darkly,Drama,sv,1961-06-06,7.9
Mulholland Dr.,"Thriller,TV Movie,Drama,Mystery",en,1999-01-01,7.9
Kagemusha,"Action,Drama,History,War",ja,1980-04-26,7.9
We Are the Nobles,Comedy,es,2013-03-28,7.9
Dances with Wolves,"Adventure,Drama,Western",en,1990-03-30,7.9
The Normal Heart,Drama,en,2014-05-25,7.9
Mary and Max,"Animation,Comedy,Drama",en,2009-02-09,7.9
The Boy in the Striped Pyjamas,"War,Drama,History",en,2008-05-07,7.9
A Beautiful Mind,"Drama,Romance",en,2001-12-11,7.9
Polisse,"Drama,Thriller",fr,2011-10-06,7.9
The Ox-Bow Incident,Western,en,1942-12-04,7.9
Elite Squad: The Enemy Within,"Drama,Action,Crime",pt,2010-10-08,7.9
Mr. Nobody,"Science Fiction,Drama,Romance,Fantasy",en,2009-11-06,7.9
Ben-Hur,"Action,Drama,History",en,1959-11-18,7.9
The Grapes of Wrath,Drama,en,1940-03-15,7.9
Anonymously Yours,"Drama,Romance",es,2021-12-10,7.8
Wild Tales,"Drama,Thriller,Comedy",es,2014-08-21,7.8
Vivre Sa Vie,Drama,fr,1962-08-28,7.8
Grand Illusion,"Drama,History,War",fr,1937-06-04,7.8
Wings of Desire,"Drama,Fantasy,Romance",de,1987-05-17,7.8
The Big Lebowski,"Comedy,Crime",en,1998-03-06,7.8
The Marquis of Grillo,Comedy,it,1981-12-23,7.8
Partly Cloudy,"Animation,Family,Comedy",en,2009-05-28,7.8
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"Animation,Science Fiction,Music,Adventure",ja,2003-05-28,7.8
Warrior,"Drama,Action",en,2011-09-09,7.8
Don't Be Bad,"Crime,Drama",it,2015-09-08,7.8
The Best Offer,"Drama,Romance,Crime",it,2013-01-01,7.8
The Phantom Carriage,"Drama,Fantasy,Horror",sv,1921-01-01,7.8
Kiki's Delivery Service,"Animation,Family,Fantasy,Adventure",ja,1989-07-29,7.8
Carlito's Way,"Crime,Thriller,Drama",en,1993-11-10,7.8
Kabhi Khushi Kabhie Gham,"Comedy,Drama",hi,2001-12-14,7.8
An Autumn Afternoon,Drama,ja,1962-11-18,7.8
The Nightmare Before Christmas,"Fantasy,Animation,Family",en,1993-10-09,7.8
Jujutsu Kaisen 0,"Animation,Action,Fantasy",ja,2021-12-24,7.8
Dragon Ball Super: Broly,"Action,Science Fiction,Animation",ja,2018-12-14,7.8
"Love, Rosie","Comedy,Romance",en,2014-10-16,7.8
Mulholland Drive,"Thriller,Drama,Mystery",en,2001-06-06,7.8
The Best Years of Our Lives,"Drama,Romance,War",en,1946-12-25,7.8
Regular Show: The Movie,"Animation,Comedy,Science Fiction,TV Movie",en,2015-09-01,7.8
The Last: Naruto the Movie,"Action,Romance,Animation",ja,2014-12-06,7.8
Forbidden Games,"Drama,History",fr,1952-05-09,7.8
"Spring, Summer, Fall, Winter... and Spring",Drama,ko,2003-09-19,7.8
The Heist of the Century,"Comedy,Thriller,Crime",es,2020-01-16,7.8
Crooks in Clover,"Action,Comedy,Crime",fr,1963-11-27,7.8
A Moment to Remember,"Drama,Romance",ko,2004-11-05,7.8
Mortal Kombat Legends: Battle of the Realms,"Animation,Action,Fantasy",en,2021-08-30,7.8
L'Eclisse,"Romance,Drama",it,1962-04-12,7.8
Downfall,"Drama,History,War",de,2004-09-16,7.8
Freaks,"Drama,Horror",en,1932-02-12,7.8
The Virgin Spring,"Crime,Drama,Thriller",sv,1960-02-08,7.8
Land of Mine,"War,Drama,History",da,2015-12-03,7.8
A Short Film About Love,"Drama,Romance",pl,1988-01-01,7.8
Indiana Jones and the Last Crusade,"Adventure,Action",en,1989-05-24,7.8
The Last Laugh,Drama,de,1924-12-23,7.8
Finding Nemo,"Animation,Family",en,2003-05-30,7.8
Dog Day Afternoon,"Crime,Drama,Thriller",en,1975-08-01,7.8
Rosemary's Baby,"Drama,Horror,Thriller",en,1968-06-12,7.8
"Monsters, Inc.","Animation,Comedy,Family",en,2001-11-01,7.8
Infernal Affairs,"Drama,Action,Thriller,Crime,Mystery",cn,2002-12-12,7.8
Into the Wild,"Adventure,Drama",en,2007-09-11,7.8
The Bridge on the River Kwai,"Drama,History,War",en,1957-10-11,7.8
Harry Potter and the Goblet of Fire,"Adventure,Fantasy,Family",en,2005-11-16,7.8
Who's Afraid of Virginia Woolf?,Drama,en,1966-06-22,7.8
Bacurau,"Mystery,Western,Thriller",pt,2019-08-29,7.8
Fail Safe,"Drama,Thriller,War",en,1964-10-07,7.8
The Valet,"Comedy,Romance",en,2022-05-11,7.8
Before Sunset,"Drama,Romance",en,2004-02-10,7.8
Spotlight,"Drama,History",en,2015-11-06,7.8
White Collar Blues,Comedy,it,1975-03-27,7.8
Inherit the Wind,"Drama,History",en,1960-07-07,7.8
3-Iron,"Drama,Romance,Crime",ko,2004-10-15,7.8
Gone Mom: The Disappearance of Jennifer Dulos,"TV Movie,Thriller,Crime",en,2021-06-05,7.8
Brokeback Mountain,"Drama,Romance",en,2005-09-10,7.8
Logan,"Action,Drama,Science Fiction",en,2017-02-28,7.8
Descendants 3,"Family,TV Movie,Music,Adventure,Fantasy",en,2019-08-02,7.8
A Woman Under the Influence,Drama,en,1974-09-19,7.8
Monty Python and the Holy Grail,"Adventure,Comedy,Fantasy",en,1975-05-25,7.8
My Life as a Zucchini,"Animation,Drama,Comedy",fr,2016-10-12,7.8
Never Look Away,"Drama,Thriller,Romance",de,2018-10-03,7.8
Midnight Sun,"Romance,Drama",en,2018-03-22,7.8
Rich in Love,"Comedy,Romance",pt,2020-04-30,7.8
God's Own Country,"Romance,Drama",en,2017-09-01,7.8
No Manches Frida,Comedy,es,2016-09-02,7.8
Gifted Hands: The Ben Carson Story,Drama,en,2009-02-07,7.8
Manhattan,"Comedy,Drama,Romance",en,1979-04-25,7.8
Fabricated City,"Action,Thriller,Crime",ko,2017-02-09,7.8
Fanny and Alexander,"Fantasy,Drama,Mystery",sv,1982-12-17,7.8
Deep Red,"Horror,Mystery,Thriller",it,1975-03-07,7.8
Notorious,"Thriller,Romance,Mystery",en,1946-08-21,7.8
War Room,"Drama,Romance",en,2015-08-28,7.8
Presto,"Animation,Family",en,2008-06-27,7.8
Snatch,"Crime,Comedy",en,2000-01-19,7.8
Constantine: City of Demons - The Movie,"Fantasy,Animation,Horror,Action",en,2018-10-04,7.8
"They Shoot Horses, Don't They?",Drama,en,1969-12-10,7.8
Toy Story 3,"Animation,Family,Comedy",en,2010-06-16,7.8
How to Train Your Dragon,"Fantasy,Adventure,Animation,Family",en,2010-03-18,7.8
Touch of Evil,"Crime,Thriller",en,1958-03-30,7.8
Trollhunters: Rise of the Titans,"Animation,Fantasy,Family,Action,Adventure",en,2021-07-21,7.8
Lisbela and the Prisoner,"Comedy,Romance",pt,2003-08-22,7.8
Shelter,"Drama,Romance",en,2007-06-16,7.8
The King of Comedy,"Drama,Comedy",en,1983-02-18,7.8
Donnie Darko,"Fantasy,Drama,Mystery",en,2001-10-24,7.8
The Kissing Booth 2,"Comedy,Romance",en,2020-07-24,7.8
Maudie,"Drama,Romance",en,2016-06-16,7.8
The Wind Rises,"Family,Drama,Animation,War,History,Romance",ja,2013-07-20,7.8
Do the Right Thing,Drama,en,1989-06-14,7.8
All Quiet on the Western Front,"Drama,War",en,1930-04-29,7.8
The Chaser,"Crime,Drama,Thriller",ko,2008-02-14,7.8
Dogville,"Crime,Drama,Thriller",en,2003-05-19,7.8
Coraline,"Animation,Family,Fantasy",en,2009-02-05,7.8
Mustang,Drama,tr,2015-06-17,7.8
Ernest & Celestine,"Animation,Comedy,Drama,Family,Adventure",fr,2012-12-12,7.8
The Man Who Shot Liberty Valance,Western,en,1962-04-15,7.8
White Snake,"Romance,Animation,Fantasy",zh,2019-01-11,7.8
Straight Outta Compton,"Drama,Music,History",en,2015-08-11,7.8
Back to the Outback,"Animation,Family,Adventure,Comedy",en,2021-12-03,7.8
Bad Seeds,Comedy,fr,2018-11-21,7.8
Paprika,"Animation,Drama,Mystery,Science Fiction",ja,2006-10-01,7.8
Brief Encounter,"Drama,Romance",en,1945-11-24,7.8
If Anything Happens I Love You,"Drama,Animation",en,2020-08-08,7.8
Marriage Italian Style,"Drama,Comedy,Romance",it,1964-12-18,7.8
The King and the Mockingbird,"Animation,Family,Fantasy",fr,1980-03-19,7.8
I Don't Want to Go Back Alone,"Drama,Romance",pt,2010-07-18,7.8
I Saw the Devil,"Thriller,Horror",ko,2010-08-12,7.8
Teen Titans: Trouble in Tokyo,"Action,Animation,Family,Science Fiction,TV Movie",en,2006-09-15,7.8
Kizumonogatari Part 1: Tekketsu,"Animation,Fantasy,Mystery",ja,2016-01-08,7.8
Short Term 12,Drama,en,2013-08-23,7.8
PlayTime,Comedy,fr,1967-12-16,7.8
Annie Hall,"Comedy,Drama,Romance",en,1977-04-19,7.8
The Bad Guys,"Animation,Comedy,Family,Crime",en,2022-03-17,7.8
"tick, tick... BOOM!",Drama,en,2021-11-11,7.8
Angel's Egg,"Animation,Fantasy,Mystery",ja,1985-12-22,7.8
Batman: Under the Red Hood,"Science Fiction,Crime,Action,Animation,Mystery",en,2010-07-27,7.8
The Color Purple,Drama,en,1985-12-18,7.8
One Hundred Steps,"Drama,History",it,2000-09-01,7.8
Pride,"Drama,Comedy",en,2014-09-12,7.8
A Matter of Life and Death,"Comedy,Fantasy,Romance,Drama",en,1946-12-15,7.8
Nothing Left to Do but Cry,Comedy,it,1984-12-20,7.8
L.A. Confidential,"Crime,Drama,Mystery,Thriller",en,1997-09-19,7.8
Ratatouille,"Animation,Comedy,Family,Fantasy",en,2007-06-28,7.8
The Twilight Samurai,"Drama,Romance,History",ja,2002-11-02,7.8
Harry Potter and the Deathly Hallows: Part 1,"Adventure,Fantasy",en,2010-10-17,7.8
K-12,"Music,Horror,Fantasy",en,2019-09-05,7.8
The Children's Hour,"Drama,Romance",en,1961-12-19,7.8
Pirates of the Caribbean: The Curse of the Black Pearl,"Adventure,Fantasy,Action",en,2003-07-09,7.8
The Perks of Being a Wallflower,Drama,en,2012-09-20,7.8
Elvis,"Drama,History,Music",en,2022-06-22,7.8
Doctor Who: Last Christmas,"Science Fiction,Adventure,Drama",en,2014-12-25,7.8
Selena,"Music,Drama,History",en,1997-03-21,7.8
A Bronx Tale,"Drama,Crime",en,1993-09-14,7.8
Onward,"Family,Animation,Adventure,Comedy,Fantasy",en,2020-02-29,7.8
Ninja Scroll,"Fantasy,Adventure,Animation",ja,1993-06-05,7.8
Rurouni Kenshin: The Beginning,"Action,Adventure,Drama",ja,2021-06-04,7.8
How to Train Your Dragon: The Hidden World,"Animation,Family,Adventure",en,2019-01-03,7.8
Nine Queens,Crime,es,2000-08-31,7.8
The Girl Who Leapt Through Time,"Fantasy,Animation,Drama,Science Fiction",ja,2006-07-15,7.8
Porco Rosso,"Family,Comedy,Animation,Adventure",ja,1992-07-18,7.8
Rocky,"Drama,Romance",en,1976-11-21,7.8
The Untouchables,"Crime,Drama,History,Thriller",en,1987-06-03,7.8
The Witch: Part 1. The Subversion,"Action,Mystery,Fantasy",ko,2018-06-27,7.8
Marriage Story,Drama,en,2019-09-28,7.8
The Maltese Falcon,"Mystery,Crime,Thriller",en,1941-10-18,7.8
Big Fish,"Adventure,Fantasy,Drama",en,2003-12-25,7.8
Holding the Man,Drama,en,2015-08-27,7.8
Rurouni Kenshin Part III: The Legend Ends,"Action,Adventure,Drama,Fantasy",ja,2014-09-13,7.8
The Dark Knight Rises,"Action,Crime,Drama,Thriller",en,2012-07-16,7.8
Temple Grandin,Drama,en,2010-02-06,7.8
Life of Brian,Comedy,en,1979-08-17,7.8
Train to Busan,"Action,Horror,Thriller",ko,2016-07-20,7.8
Three Steps Above Heaven,"Romance,Drama",es,2010-12-03,7.8
Fantastic Mr. Fox,"Adventure,Animation,Comedy,Family",en,2009-10-23,7.8
The Breakfast Club,"Comedy,Drama",en,1985-02-15,7.8
War of Likes,Comedy,es,2021-03-12,7.8
"Batman: The Dark Knight Returns, Part 1","Science Fiction,Action,Animation,Mystery",en,2012-08-21,7.8
Amour,"Drama,Romance",fr,2012-09-20,7.8
Cool Hand Luke,"Crime,Drama",en,1967-06-22,7.8
Meshes of the Afternoon,"Mystery,Fantasy",en,1943-01-01,7.8
Red Shoes and the Seven Dwarfs,"Animation,Romance,Family",en,2019-07-25,7.8
BPM (Beats per Minute),Drama,fr,2017-08-23,7.8
Godzilla vs. Kong,"Action,Fantasy,Science Fiction",en,2021-03-24,7.8
Divines,Drama,fr,2016-08-31,7.8
Day & Night,"Animation,Family",en,2010-06-17,7.8
Awakenings,Drama,en,1990-12-04,7.8
The Dinner Game,Comedy,fr,1998-04-15,7.8
Stalag 17,"War,Comedy,Thriller",en,1953-05-29,7.8
The Trial of the Chicago 7,"Drama,History",en,2020-09-25,7.8
The Batman,"Crime,Mystery,Thriller",en,2022-03-01,7.8
Mother,"Crime,Drama,Mystery,Thriller",ko,2009-05-28,7.8
Fiddler on the Roof,"Drama,Romance",en,1971-11-03,7.8
Rain Man,Drama,en,1988-12-11,7.8
Z-O-M-B-I-E-S 2,"Music,Romance,TV Movie",en,2020-06-13,7.7
Onibaba,"Horror,Drama",ja,1964-11-21,7.8
Sound of Metal,"Drama,Music",en,2020-11-20,7.8
"Duck, You Sucker",Western,it,1971-10-20,7.8
Corpus Christi,Drama,pl,2019-09-10,7.8
El Infierno,"Drama,Crime,Comedy",es,2010-09-03,7.8
I'm No Longer Here,Drama,es,2019-10-21,7.8
The Hustler,Drama,en,1961-09-25,7.8
Die Hard,"Action,Thriller",en,1988-07-15,7.8
"I, Daniel Blake",Drama,en,2016-10-21,7.8
My Mom is a Character,Comedy,pt,2013-06-21,7.8
Geri's Game,"Animation,Family",en,1997-11-24,7.8
Accattone,Drama,it,1961-09-25,7.8
The Celebration,Drama,da,1998-06-19,7.8
The Turin Horse,Drama,hu,2011-02-15,7.8
The Searchers,Western,en,1956-05-07,7.8
The Blues Brothers,"Music,Comedy,Action,Crime",en,1980-06-16,7.8
Big Hero 6,"Adventure,Family,Animation,Action,Comedy",en,2014-10-24,7.7
A Walk to Remember,"Drama,Romance",en,2002-01-25,7.7
Misery,"Drama,Thriller",en,1990-11-30,7.7
Platoon,"Drama,War,Action",en,1986-12-19,7.7
Mystic River,"Thriller,Crime,Drama,Mystery",en,2003-01-01,7.7
Two Is a Family,"Drama,Comedy",fr,2016-12-07,7.7
Zootopia,"Animation,Adventure,Family,Comedy",en,2016-02-11,7.7
Pan's Labyrinth,"Fantasy,Drama,War",es,2006-10-10,7.7
Ali: Fear Eats the Soul,"Romance,Drama",de,1974-06-05,7.7
Ip Man,"Drama,Action,History",cn,2008-12-12,7.7
Sword Art Online: The Movie – Ordinal Scale,"Animation,Action,Adventure,Fantasy,Romance,Science Fiction",ja,2017-02-18,7.7
Back to the Future Part II,"Adventure,Comedy,Family,Science Fiction",en,1989-11-22,7.7
Ricky Gervais: Humanity,Comedy,en,2018-03-13,7.7
The Shadow in My Eye,"War,Drama,History",da,2021-10-28,7.8
Tod@s Caen,Comedy,es,2019-08-30,7.7
Kwaidan,"Fantasy,Horror,Drama",ja,1964-12-29,7.7
The Ten Commandments,"Drama,History",en,1956-10-05,7.7
Still Walking,"Drama,Family",ja,2008-06-28,7.7
Time of the Gypsies,"Drama,Comedy,Crime,Fantasy",sh,1988-12-21,7.7
Barbie in The 12 Dancing Princesses,"Animation,Family",en,2006-09-19,7.7
Beauty and the Beast,"Romance,Family,Animation,Fantasy",en,1991-10-22,7.7
Scent of a Woman,Drama,en,1992-12-23,7.7
The Straight Story,Drama,en,1999-10-15,7.7
The Hateful Eight,"Drama,Mystery,Western",en,2015-12-25,7.7
The King's Speech,"Drama,History",en,2010-11-26,7.7
The Spirit of the Beehive,"Drama,Fantasy",es,1973-10-08,7.7
Philadelphia,Drama,en,1993-12-22,7.7
My Friends Act II,Comedy,it,1982-12-22,7.7
Cléo from 5 to 7,Drama,fr,1962-04-11,7.7
Slumdog Millionaire,"Drama,Romance",en,2008-11-12,7.7
The Broken Circle Breakdown,Drama,nl,2012-10-09,7.7
Dave Chappelle: The Age of Spin,Comedy,en,2017-03-21,7.7
The Red Balloon,"Comedy,Drama,Family,Fantasy",fr,1956-08-24,7.7
Strangers on a Train,"Crime,Thriller,Mystery",en,1951-06-27,7.7
Fantastic Planet,"Animation,Science Fiction",fr,1973-12-01,7.7
Harry Potter and the Chamber of Secrets,"Adventure,Fantasy",en,2002-11-13,7.7
Sleuth,"Mystery,Thriller,Crime",en,1972-12-10,7.7
The Traitor,"Drama,Crime,Thriller",it,2019-05-23,7.7
Underground,"Comedy,Drama,War",sr,1995-04-11,7.7
System Crasher,Drama,de,2019-09-19,7.7
Ponyo,"Animation,Fantasy,Family",ja,2008-07-19,7.7
Mildred Pierce,"Crime,Drama",en,1945-10-20,7.7
The Tenant,"Thriller,Horror,Drama",fr,1976-05-26,7.7
Nosferatu,"Fantasy,Horror",de,1922-02-16,7.7
Fallen Angels,"Action,Romance,Crime",cn,1995-09-06,7.7
The Killer,"Action,Crime,Drama,Thriller",cn,1989-07-06,7.7
Hotel Rwanda,"Drama,History,War",en,2004-03-04,7.7
Sweet Smell of Success,Drama,en,1957-07-04,7.7
Magnolia,Drama,en,1999-12-10,7.7
The Big Heat,"Crime,Drama,Thriller",en,1953-10-14,7.7
The Leopard,Drama,it,1963-03-28,7.7
Cat on a Hot Tin Roof,"Drama,Romance",en,1958-08-29,7.7
Wrath of Man,"Action,Crime,Thriller",en,2021-04-22,7.7
Charade,"Comedy,Mystery,Romance",en,1963-12-05,7.7
Stagecoach,"Western,Adventure,Action,Drama,Romance",en,1939-03-03,7.7
Heroic Losers,"Comedy,Thriller",es,2019-08-15,7.7
For Love and Gold,"Adventure,Comedy",it,1966-04-07,7.7
Harvey,"Comedy,Fantasy",en,1950-12-04,7.7
Another Round,"Comedy,Drama",da,2020-09-24,7.7
The Big Bad Fox and Other Tales,"Family,Animation,Comedy",fr,2017-06-21,7.7
