title,genre,original_language,release_date,ratings
The Misfits,"Action,Thriller",en,2021-06-03,5.5
The Fly II,"Horror,Science Fiction,Thriller",en,1989-02-10,5.5
Looking for Teddy,Comedy,fr,2018-06-20,5.5
Spinning Man,"Mystery,Thriller",en,2018-04-06,5.5
The Transporter Refueled,"Action,Thriller,Crime",en,2015-09-02,5.5
Would I Lie to You? 3,Comedy,fr,2012-01-31,5.5
Royal Palace,Comedy,fr,2005-11-23,5.5
The Polka King,Comedy,en,2017-01-22,5.5
The Numbers Station,"Action,Thriller",en,2013-04-18,5.5
Trespass,Thriller,en,2011-10-13,5.5
Garfield: A Tail of Two Kitties,"Comedy,Family,Adventure,Animation",en,2006-06-15,5.5
Venom,"Horror,Thriller",en,2005-09-16,5.5
Hulk,"Science Fiction,Action",en,2003-06-19,5.5
Wanderlust,"Comedy,Romance",en,2012-02-23,5.5
Whiteout,"Action,Crime,Mystery,Thriller",en,2009-09-09,5.5
A Serbian Film,"Crime,Horror,Thriller",sr,2010-06-16,5.5
Rebound,"Comedy,Family",en,2005-07-01,5.5
Leatherface,"Horror,Thriller,Mystery",en,2017-09-14,5.5
Down to Earth,"Fantasy,Comedy,Science Fiction,Romance",en,2001-02-16,5.5
Dirty Dancing,"Drama,Romance",en,2017-05-24,5.5
The Circle,"Drama,Thriller,Science Fiction",en,2017-04-27,5.5
Ex 2: Still Friends,Comedy,it,2011-10-07,5.5
Women Vs Men,Comedy,it,2011-02-04,5.5
Made in America,Comedy,en,1993-01-06,5.5
Superchondriac,Comedy,fr,2014-02-26,5.5
Welcome Aboard,Comedy,fr,2011-10-05,5.5
Burying the Ex,"Comedy,Horror",en,2014-09-04,5.5
Diary of a Nymphomaniac,"Drama,Romance",es,2008-10-17,5.5
Joe's Apartment,"Comedy,Fantasy",en,1996-07-26,5.5
Couples Retreat,"Comedy,Romance",en,2009-09-19,5.5
Head of State,Comedy,en,2003-03-28,5.5
I Give It a Year,"Comedy,Romance",en,2013-02-08,5.5
The Accidental Husband,"Comedy,Romance",en,2008-02-29,5.5
The Grudge 2,"Horror,Thriller",en,2006-10-13,5.5
Torno indietro e cambio vita,Comedy,it,2015-06-18,5.5
Mortdecai,"Comedy,Adventure",en,2015-01-21,5.5
Showgirls,Drama,en,1995-09-22,5.5
Premature,Comedy,en,2014-07-02,5.5
The Brice Man,Comedy,fr,2005-01-01,5.5
"Dude, Where's My Car?","Comedy,Science Fiction",en,2000-12-15,5.5
Air Bud,"Comedy,Family",en,1997-08-01,5.5
Saving Silverman,"Comedy,Crime,Romance",en,2001-02-09,5.5
The Crow: City of Angels,"Action,Fantasy,Thriller",en,1996-08-29,5.5
Fatman,"Action,Comedy,Fantasy",en,2020-10-19,5.5
The Mummy,"Fantasy,Thriller,Action,Adventure,Horror",en,2017-06-06,5.5
Pompeii,"Action,Adventure,History,Romance,Drama",en,2014-02-18,5.5
Showtime,"Action,Comedy",en,2002-03-14,5.5
Scary Movie 4,Comedy,en,2006-04-12,5.5
Rampart,"Crime,Drama",en,2011-11-23,5.5
Supergirl,"Adventure,Fantasy,Action,Science Fiction",en,1984-07-01,5.5
Kim Possible,"Family,Action,Adventure,Comedy,TV Movie",en,2019-02-15,5.5
A.C.O.D.,Comedy,en,2013-10-03,5.5
Fathers' Day,"Comedy,Family",en,1997-05-09,5.5
Open Water,"Drama,Thriller,Horror",en,2004-08-06,5.5
The Other Side of the Door,"Thriller,Horror",en,2016-02-25,5.5
Io & Marilyn,"Comedy,Romance",it,2009-12-17,5.5
Christmas Wedding Planner,"Romance,Family,TV Movie",en,2017-12-14,5.5
The Deaths of Ian Stone,"Horror,Thriller",en,2007-12-05,5.5
Fear and Desire,"Drama,War",en,1953-04-01,5.5
The Covenant,"Fantasy,Horror",en,2006-09-08,5.5
Wildling,"Horror,Fantasy,Thriller,Drama",en,2018-04-13,5.5
Airport '77,"Action,Adventure,Drama,Thriller",en,1977-03-11,5.5
Tooth Fairy,"Comedy,Family,Fantasy",en,2010-01-14,5.5
My Bloody Valentine,"Mystery,Horror",en,2009-01-16,5.5
Superman III,"Comedy,Science Fiction,Action,Adventure",en,1983-06-17,5.5
Secret Obsession,"Drama,Thriller",en,2019-07-18,5.5
Killing Season,"Action,Thriller",en,2013-07-12,5.5
The Man with the Iron Fists,Action,en,2012-11-02,5.5
The Dukes of Hazzard,"Comedy,Adventure,Action",en,2005-08-05,5.5
A Faithful Man,"Comedy,Drama,Romance",fr,2018-12-26,5.5
Tremors 5: Bloodlines,"Action,Adventure,Comedy,Horror,Science Fiction",en,2015-10-06,5.5
Extraterrestrial,"Horror,Science Fiction",en,2014-10-17,5.5
The Hills Have Eyes 2,"Horror,Thriller",en,2007-03-22,5.5
Wine Country,Comedy,en,2019-05-08,5.5
Revolt,"Science Fiction,Action",en,2017-07-01,5.5
Agent Cody Banks 2: Destination London,"Comedy,Action,Adventure,Family",en,2004-03-12,5.5
Deck the Halls,"Comedy,Family",en,2006-11-22,5.5
Cube 2: Hypercube,"Thriller,Science Fiction,Mystery",en,2002-04-15,5.5
Within,"Horror,Thriller",en,2016-10-18,5.5
From Prada to Nada,"Comedy,Drama,Romance",en,2011-01-28,5.5
Seventh Son,"Adventure,Fantasy",en,2014-12-12,5.5
Look Who's Talking Too,"Romance,Comedy",en,1990-12-14,5.5
Good People,"Thriller,Crime,Action",en,2014-08-12,5.5
Josie and the Pussycats,"Comedy,Music",en,2001-04-06,5.5
The Under-Gifted In Vacation,Comedy,fr,1982-03-10,5.5
30 Days Max,"Comedy,Action",fr,2020-10-14,5.5
Aloha,"Drama,Comedy,Romance",en,2015-05-29,5.5
Miss March,"Comedy,Romance",en,2009-03-13,5.5
3 Ninjas Kick Back,"Family,Adventure,Action,Comedy",en,1994-05-06,5.5
102 Dalmatians,"Family,Comedy",en,2000-10-07,5.5
Don't Knock Twice,Horror,en,2017-02-03,5.5
Congo,"Action,Adventure,Science Fiction",en,1995-06-09,5.5
The Rezort,Horror,en,2015-06-15,5.5
Drive Angry,"Fantasy,Thriller,Action,Crime",en,2011-02-24,5.5
Bulletproof Monk,"Action,Comedy,Fantasy",en,2003-03-28,5.5
Everly,"Thriller,Action",en,2015-02-26,5.5
Incognito,Comedy,fr,2009-04-28,5.5
Open Water 2: Adrift,"Drama,Horror,Thriller",en,2006-07-10,5.5
Serial Teachers,Comedy,fr,2013-04-17,5.5
Police Academy 4: Citizens on Patrol,"Comedy,Crime",en,1987-04-02,5.5
Teaching Mrs. Tingle,"Comedy,Crime,Horror",en,1999-08-11,5.5
American Pie Presents: The Naked Mile,Comedy,en,2006-12-07,5.5
The Monster,"Horror,Drama",en,2016-11-11,5.5
Old Dogs,"Comedy,Family",en,2009-11-24,5.5
Pocahontas II: Journey to a New World,"Family,Adventure,Animation,Romance",en,1998-08-04,5.5
40 Days and 40 Nights,"Comedy,Romance",en,2002-03-01,5.5
The Sweetest Thing,"Romance,Comedy",en,2002-04-12,5.5
"Game Over, Man!","Action,Comedy",en,2018-03-23,5.5
Valiant,"Family,Animation,Adventure,Comedy,War",ab,2005-03-25,5.5
The Order,"Drama,Fantasy,Horror,Mystery,Romance,Thriller",en,2003-09-05,5.5
A Vigilante,"Thriller,Drama",en,2019-03-29,5.5
Life After Beth,"Romance,Comedy,Horror",en,2014-08-15,5.5
Killing Me Softly,Thriller,en,2002-05-10,5.5
The Late Bloomer,"Comedy,Drama,Romance",en,2016-10-07,5.5
Slack Bay,Comedy,fr,2016-05-13,5.5
Casper: A Spirited Beginning,"Adventure,Family,Comedy,Fantasy",en,1997-09-09,5.5
"Honey, We Shrunk Ourselves","Adventure,Comedy,Family,Science Fiction,Action",en,1997-03-18,5.5
Merry Christmas,Comedy,it,2001-12-21,5.5
Boogeyman 2,"Horror,Thriller",en,2007-10-20,5.5
Hellraiser: Inferno,"Horror,Thriller,Mystery",en,2000-10-03,5.5
Cursed,"Horror,Comedy",en,2005-02-25,5.5
American Pie Presents: Band Camp,Comedy,en,2005-10-30,5.5
Tusk,"Comedy,Horror",en,2014-09-19,5.5
Big Game,"Action,Adventure,Thriller",en,2014-09-05,5.5
Blackhat,"Crime,Thriller,Action",en,2015-01-13,5.5
The Night Before the Exams Today,Comedy,it,2007-02-14,5.5
MacGruber,"Action,Adventure,Comedy",en,2010-05-21,5.5
Random Hearts,"Drama,Romance",en,1999-10-08,5.5
Virtuosity,"Action,Crime,Science Fiction,Thriller",en,1995-08-04,5.5
Silent Hill: Revelation 3D,"Thriller,Horror,Mystery",en,2012-10-10,5.5
Land of the Lost,"Adventure,Comedy,Science Fiction,Family",en,2009-06-05,5.5
Charlie's Angels: Full Throttle,"Action,Adventure,Comedy",en,2003-06-27,5.5
Solo,"Thriller,Drama",es,2018-08-03,5.5
Tiger House,"Action,Crime,Drama,Thriller",en,2015-08-24,5.5
Diabolique,"Mystery,Thriller",en,1996-03-22,5.5
Friday the 13th Part VII: The New Blood,"Horror,Thriller",en,1988-05-13,5.5
Problemos,Comedy,fr,2017-05-10,5.4
Howl,Horror,en,2015-10-01,5.4
DeepStar Six,"Action,Horror,Thriller,Science Fiction",en,1989-01-13,5.4
Spanish Affair 2,"Comedy,Romance",es,2015-11-20,5.4
Smokin' Aces 2: Assassins' Ball,"Action,Comedy",en,2010-01-19,5.4
The Grudge 3,"Mystery,Horror,Thriller",en,2009-05-12,5.4
The Assignment,"Action,Crime,Thriller",en,2016-06-08,5.4
Teenage Mutant Ninja Turtles III,"Action,Adventure,Comedy,Family,Fantasy,Science Fiction",en,1993-03-17,5.4
Anacondas: The Hunt for the Blood Orchid,"Adventure,Action,Horror,Thriller",en,2004-08-26,5.4
Cannonball Run II,"Action,Comedy",en,1984-06-29,5.4
Submergence,"Drama,Thriller,Romance",en,2017-09-22,5.4
Junior,Comedy,fr,2014-03-12,5.4
Candyman: Farewell to the Flesh,"Horror,Thriller",en,1995-03-17,5.4
Honeymoon,"Horror,Science Fiction",en,2014-09-12,5.4
The Lords of Salem,"Horror,Thriller",en,2012-09-10,5.4
Intruders,"Thriller,Horror,Fantasy",en,2011-09-12,5.4
Cow Belles,"TV Movie,Comedy,Family,Romance",en,2006-03-24,5.4
Tank Girl,"Action,Comedy,Fantasy,Science Fiction",en,1995-03-31,5.4
The Osiris Child,Science Fiction,en,2016-02-17,5.4
Texas Chainsaw 3D,"Horror,Thriller",en,2013-01-03,5.4
The Mummy: Tomb of the Dragon Emperor,"Adventure,Action,Fantasy",en,2008-07-01,5.4
Spread,"Comedy,Romance",en,2009-01-16,5.4
Wedding Daze,Comedy,en,2006-09-09,5.4
School for Scoundrels,"Comedy,Drama,Romance",en,2006-09-29,5.4
Bachelorette,"Comedy,Romance",en,2012-01-23,5.4
What Just Happened,"Comedy,Drama",en,2008-10-17,5.4
211,"Crime,Action,Drama",en,2018-05-30,5.4
The Butterfly Effect 3: Revelations,"Science Fiction,Thriller,Drama,Crime",en,2009-01-09,5.4
Iron Eagle,Action,en,1986-01-17,5.4
Proud Mary,"Thriller,Action,Crime",en,2018-01-12,5.4
I.T.,"Crime,Drama,Thriller",en,2016-09-09,5.4
Popeye,"Action,Adventure,Comedy,Family",en,1980-12-12,5.4
Be Cool,"Comedy,Crime",en,2005-03-04,5.4
6 Years,"Romance,Drama",en,2015-03-14,5.4
One Missed Call,"Horror,Mystery,Thriller",en,2008-01-04,5.4
Turistas,"Horror,Thriller",en,2006-12-01,5.4
Amici come prima,Comedy,it,2018-12-19,5.4
Coin Heist,"Family,Crime",en,2017-01-06,5.4
The Innkeepers,"Horror,Thriller",en,2011-08-18,5.4
The Glimmer Man,"Action,Crime",en,1996-10-04,5.4
Back to School,Comedy,fr,2019-08-30,5.4
Serenity,"Thriller,Mystery,Drama",en,2019-01-24,5.4
Assassin's Creed,"Action,Adventure,Science Fiction",en,2016-12-21,5.4
Observe and Report,"Comedy,Crime,Drama",en,2009-04-10,5.4
The Santa Clause 3: The Escape Clause,"Comedy,Family,Adventure",en,2006-11-01,5.4
Zookeeper,"Comedy,Romance,Family",en,2011-07-06,5.4
The Man Who Killed Hitler and Then the Bigfoot,"Drama,Adventure,Fantasy",en,2019-02-08,5.4
The Dead Don't Die,"Comedy,Horror,Fantasy",en,2019-05-15,5.4
Agent Cody Banks,"Action,Adventure,Comedy,Family",en,2003-03-14,5.4
Two,"Thriller,Horror",es,2021-07-23,5.4
Sliver,"Drama,Thriller",en,1993-05-21,5.4
17 Girls,Drama,fr,2011-06-13,5.4
Labor Pains,Comedy,en,2009-07-19,5.4
Swamp Thing,"Horror,Science Fiction",en,1982-02-19,5.4
Rock the Kasbah,"Comedy,Music,War",en,2015-10-22,5.4
Paranormal Activity 4,Horror,en,2012-10-17,5.4
The 15:17 to Paris,"Thriller,History,Drama",en,2018-02-02,5.4
Fahrenheit 451,"Drama,Science Fiction,Thriller",en,2018-05-12,5.4
Jessabelle,"Thriller,Horror",en,2014-11-07,5.4
Goat,Drama,en,2016-09-23,5.4
Seed of Chucky,"Horror,Comedy",en,2004-11-11,5.4
The Binding,"Horror,Thriller,Drama",it,2020-10-02,5.4
Changing Sides,Comedy,fr,2009-01-07,5.4
The Haunting,"Horror,Thriller,Fantasy,Mystery",en,1999-07-23,5.4
The Lifeguard,"Drama,Comedy,Romance",en,2013-08-30,5.4
Gambit,"Comedy,Crime",en,2012-04-25,5.4
Paul Blart: Mall Cop,"Action,Adventure,Comedy,Family",en,2009-01-15,5.4
Father of the Year,Comedy,en,2018-07-20,5.4
Hollywoo,Comedy,fr,2011-12-07,5.4
"Neuilly sa mère, sa mère !",Comedy,fr,2018-08-08,5.4
Kickboxer: Retaliation,"Action,Drama",en,2018-01-26,5.4
The Last Days on Mars,"Science Fiction,Thriller,Horror",en,2013-08-11,5.4
Jupiter Ascending,"Science Fiction,Fantasy,Action",en,2015-02-04,5.4
Await Further Instructions,"Mystery,Horror,Science Fiction",en,2018-08-26,5.4
Season of the Witch,"Adventure,Fantasy,Action",en,2011-01-07,5.4
Dragonheart 3: The Sorcerer's Curse,Fantasy,en,2015-02-24,5.4
The Bling Ring,"Drama,Crime",en,2013-06-12,5.4
Silent House,"Horror,Mystery",en,2011-01-21,5.4
Northmen: A Viking Saga,"Adventure,Action,Drama",en,2014-10-23,5.4
Howard the Duck,"Comedy,Fantasy,Science Fiction",en,1986-08-01,5.4
See No Evil,"Horror,Thriller",en,2006-05-19,5.4
King of Thieves,"Crime,Drama",en,2018-09-04,5.4
Song to Song,"Drama,Romance",en,2017-03-17,5.4
Valentine,"Horror,Thriller",en,2001-02-02,5.4
Absolutely Fabulous: The Movie,Comedy,en,2016-07-01,5.4
Paranormal Activity: The Marked Ones,"Horror,Thriller",en,2014-01-01,5.4
Phantoms,"Horror,Science Fiction,Thriller",en,1998-01-23,5.4
Forces of Nature,"Romance,Comedy",en,1999-03-12,5.4
The Roommate,"Thriller,Drama,Horror",en,2011-02-04,5.4
Look Who's Talking Now!,"Romance,Comedy,Family",en,1993-11-05,5.4
A Nightmare on Elm Street: The Dream Child,"Horror,Thriller",en,1989-08-11,5.4
Van Wilder: Freshman Year,Comedy,en,2009-06-02,5.4
Wander,"Thriller,Crime,Mystery",en,2020-12-04,5.4
The Duel,"Western,Drama",en,2016-06-24,5.4
Underdog,"Family,Action,Adventure,Comedy,Fantasy",en,2007-08-03,5.4
Blues Brothers 2000,"Music,Action,Comedy,Crime",en,1998-02-05,5.4
"10,000 BC","Adventure,Action,Drama,Fantasy",en,2008-02-22,5.4
Visions,"Thriller,Horror",en,2015-08-28,5.4
Halloween 5: The Revenge of Michael Myers,"Horror,Thriller",en,1989-10-12,5.4
Piranha 3D,"Comedy,Horror",en,2010-08-20,5.4
Bad Company,"Action,Adventure,Comedy,Thriller",en,2002-06-07,5.4
Batman Forever,"Action,Crime,Fantasy",en,1995-06-16,5.4
The Crow: Salvation,"Action,Thriller,Crime,Fantasy,Mystery",en,2000-10-31,5.4
I Spy,"Action,Adventure,Comedy,Thriller",en,2002-10-31,5.4
The Seeker: The Dark Is Rising,"Adventure,Drama,Fantasy,Family,Thriller",en,2007-10-05,5.4
Ghostbusters,"Action,Fantasy,Comedy",en,2016-07-14,5.4
American Ninja 2: The Confrontation,Action,en,1987-05-01,5.4
Arrivano i prof,Comedy,it,2018-05-01,5.4
We Have Always Lived in the Castle,"Mystery,Thriller,Horror",en,2019-05-17,5.4
Home Sweet Hell,"Drama,Comedy",en,2015-03-13,5.4
Bis,Comedy,fr,2015-02-18,5.4
Unfinished Business,Comedy,en,2015-03-05,5.4
Stolen,"Action,Crime,Thriller",en,2012-09-06,5.4
Halloween II,Horror,en,2009-08-28,5.4
G-Force,"Family,Fantasy,Action,Adventure,Comedy",en,2009-07-21,5.4
Great White,"Horror,Thriller",en,2021-05-13,5.4
I Hate Valentine's Day,"Comedy,Romance",en,2009-06-27,5.4
Black Knight,"Comedy,Fantasy,Adventure",en,2001-11-21,5.4
Gangsterdam,"Action,Comedy",fr,2017-03-29,5.4
Mom and Dad,"Thriller,Horror,Comedy",en,2018-01-19,5.4
Tekken,"Crime,Drama,Action,Thriller,Science Fiction",en,2010-03-20,5.4
Amityville: The Awakening,"Thriller,Horror",en,2017-07-20,5.4
Wrong Turn 5: Bloodlines,"Horror,Thriller",en,2012-10-23,5.4
Pay the Ghost,Horror,en,2015-09-16,5.4
Cold Blood,"Thriller,Action",en,2019-05-15,5.4
Action Point,"Comedy,Drama",en,2018-06-01,5.4
Religious Place of Worship,Comedy,it,2016-12-15,5.4
Snakes on a Plane,"Action,Crime,Thriller,Horror",en,2006-08-17,5.4
Snatched,"Action,Comedy",en,2017-05-03,5.4
Loser,"Comedy,Romance",en,2000-07-21,5.4
The Week Of,Comedy,en,2018-04-27,5.4
Serial Teachers 2,Comedy,fr,2015-07-01,5.4
31,"Horror,Thriller",en,2016-09-15,5.4
Into the Grizzly Maze,"Action,Horror,Thriller",en,2015-02-27,5.4
Sex Tape,Comedy,en,2014-07-17,5.4
Bokeh,"Drama,Science Fiction,Thriller",en,2017-03-24,5.4
Downhill,"Drama,Comedy",en,2020-02-06,5.4
The Colony,"Action,Science Fiction,Horror",en,2013-04-12,5.4
Poison Ivy,"Thriller,Drama",en,1992-05-08,5.4
Empire State,"Action,Drama",en,2013-09-03,5.4
What's the Worst That Could Happen?,"Action,Comedy,Crime",en,2001-05-31,5.4
The Titan,"Science Fiction,Thriller",en,2018-03-30,5.4
Small Crimes,"Drama,Comedy,Thriller,Crime",en,2017-04-28,5.4
Love is in the Air,Comedy,it,2012-02-10,5.4
Cats & Dogs,"Family,Comedy",en,2001-07-04,5.4
Ballsy Girl,Comedy,fr,2020-04-15,5.4
Nine Dead,"Crime,Horror,Mystery",en,2010-03-09,5.4
A Dirty Shame,Comedy,en,2004-09-12,5.4
Sleight,"Drama,Thriller,Action,Science Fiction",en,2016-04-28,5.4
Bad Santa 2,"Comedy,Crime,Drama,Mystery",en,2016-11-23,5.4
The Hunchback of Notre Dame II,"Animation,Family,Comedy",en,2002-02-05,5.4
Drone,Thriller,en,2017-05-26,5.4
Maggie,"Horror,Drama,Mystery",en,2015-05-08,5.4
Management,"Comedy,Drama,Romance",en,2009-02-08,5.4
Little Black Book,"Comedy,Romance,Drama",en,2004-08-06,5.4
Cold Creek Manor,"Mystery,Thriller",en,2003-09-19,5.4
Virus,"Horror,Action,Science Fiction",en,1999-01-14,5.4
The Layover,"Comedy,Romance",en,2017-09-01,5.4
DragonHeart: A New Beginning,"Fantasy,Adventure",en,2000-08-08,5.4
Apex,"Action,Thriller,Science Fiction",en,2021-11-12,5.4
Incarnate,"Horror,Thriller",en,2016-12-01,5.4
Did You Hear About the Morgans?,Comedy,en,2009-12-17,5.4
Manual of Love 2,"Romance,Comedy,Drama",it,2007-01-19,5.4
Casino Royale,"Adventure,Action,Comedy",en,1967-04-13,5.4
Material Girls,Comedy,en,2006-08-18,5.4
Lost in Space,"Science Fiction,Adventure",en,1998-04-03,5.3
Velvet Buzzsaw,"Thriller,Mystery,Horror",en,2019-02-01,5.3
Tiramisù,Comedy,it,2016-02-25,5.3
Exorcist: The Beginning,"Horror,Mystery,Thriller",en,2004-08-20,5.3
Sleeping Beauty,"Drama,Romance",en,2011-06-10,5.3
Max Payne,"Crime,Action,Drama,Thriller",en,2008-10-15,5.3
Contracted,"Horror,Thriller",en,2013-07-07,5.3
Zoom,"Family,Comedy,Adventure,Action,Science Fiction",en,2006-08-11,5.4
Spawn,"Action,Adventure,Fantasy,Horror,Science Fiction,Thriller",en,1997-07-31,5.3
Shut In,"Drama,Thriller",en,2016-11-11,5.3
Get a Job,Comedy,en,2016-03-17,5.3
Wrong Turn 6: Last Resort,Horror,en,2014-08-22,5.3
Vehicle 19,"Thriller,Action",en,2013-03-07,5.3
ABCs of Death 2,Horror,en,2014-10-02,5.3
Nurse 3-D,"Horror,Thriller",en,2013-09-28,5.3
Casa De Mi Padre,"Comedy,Western",en,2012-03-15,5.3
Wild Orchid,"Romance,Drama",en,1989-12-22,5.3
Superlopez,Comedy,es,2018-11-23,5.3
Clinical,"Thriller,Horror",en,2017-01-13,5.3
Vamps,"Comedy,Romance,Horror",en,2012-08-25,5.3
Windfall,"Crime,Thriller",en,2022-03-11,5.3
"Cetto c'è, senzadubbiamente",Comedy,it,2019-11-21,5.3
Gotti,"Crime,Drama,History,Thriller",en,2018-06-14,5.3
Approaching the Unknown,"Thriller,Drama,Science Fiction",en,2016-06-03,5.3
Vanishing on 7th Street,"Mystery,Horror,Thriller",en,2010-09-11,5.3
Bedeviled,"Horror,Thriller",en,2017-06-28,5.3
A Good Marriage,Thriller,en,2014-10-03,5.3
If I Were a Boy,Comedy,fr,2017-02-22,5.3
I Still Know What You Did Last Summer,"Horror,Mystery,Thriller",en,1998-11-13,5.3
Nicholas on Holiday,"Family,Comedy",fr,2014-07-09,5.3
See No Evil 2,Horror,en,2014-10-21,5.3
Stealth,"Science Fiction,Action,War",en,2005-07-27,5.3
Tammy,Comedy,en,2014-07-02,5.3
Your Highness,"Comedy,Fantasy",en,2011-04-08,5.3
The Next Karate Kid,"Action,Drama,Family,Adventure",en,1994-07-18,5.3
Edison,"Drama,Action,Thriller",en,2005-07-29,5.3
Hold the Dark,"Thriller,Mystery,Crime",en,2018-09-22,5.3
Behaving Badly,Comedy,en,2014-04-14,5.3
The Cat in the Hat,"Comedy,Adventure,Family,Fantasy",en,2003-11-21,5.3
Choose or Die,"Horror,Thriller,Drama",en,2022-04-15,5.3
The Adventures of André and Wally B.,"Family,Animation,Comedy",xx,1984-12-17,5.3
The Happening,"Thriller,Science Fiction",en,2008-06-11,5.3
Another Me,"Thriller,Mystery,Horror,Drama",en,2013-11-15,5.3
King Ralph,Comedy,en,1991-02-15,5.3
The Cave,"Action,Adventure,Horror,Thriller",en,2005-08-26,5.3
The Silence of the Marsh,Thriller,es,2019-11-08,5.3
Serving Sara,"Comedy,Romance",en,2002-08-23,5.3
Freejack,Science Fiction,en,1992-01-17,5.3
Coneheads,"Comedy,Science Fiction,Family",en,1993-07-23,5.3
Wild Wild West,"Action,Adventure,Comedy,Science Fiction,Western",en,1999-06-29,5.3
Les Tuche 3,Comedy,fr,2018-01-31,5.3
A Very Murray Christmas,"Comedy,Music,TV Movie",en,2015-12-04,5.3
The Dilemma,"Comedy,Drama",en,2011-01-13,5.3
Fullmetal Alchemist,"Action,Fantasy,Science Fiction",ja,2017-12-01,5.3
Ma famille t’adore déjà !,Comedy,fr,2016-11-09,5.3
Lolo,Comedy,fr,2015-09-03,5.3
Reprisal,"Action,Thriller,Crime",en,2018-08-31,5.3
Leatherface: The Texas Chainsaw Massacre III,Horror,en,1990-01-12,5.3
November Criminals,"Crime,Drama,Mystery,Thriller",en,2017-11-07,5.3
Dominion: Prequel to The Exorcist,"Horror,Drama",en,2005-05-20,5.3
Dr. Dolittle 2,"Comedy,Family,Romance,Fantasy",en,2001-06-22,5.3
Stuck on You,Comedy,en,2003-12-10,5.3
The Flintstones,"Fantasy,Comedy,Family",en,1994-05-26,5.3
Chouchou,Comedy,fr,2003-03-19,5.3
Stuart Little 3: Call of the Wild,"Fantasy,Animation,Comedy,Family",en,2005-07-14,5.3
Freddy's Dead: The Final Nightmare,"Horror,Thriller",en,1991-09-05,5.3
Escape Plan: The Extractors,"Action,Thriller,Crime",en,2019-06-20,5.3
Superstar,Comedy,en,1999-10-08,5.3
Species III,"Science Fiction,Action,Horror",en,2004-11-26,5.3
Knock Knock,"Drama,Thriller,Horror",en,2015-06-26,5.3
Soul Plane,"Romance,Comedy",en,2004-05-28,5.3
Red Sonja,"Adventure,Fantasy,Action",en,1985-04-09,5.3
The Saint,"Action,Adventure,Crime",en,2017-07-11,5.3
Slumber,Horror,en,2017-12-01,5.3
Patient Zero,"Horror,Thriller,Action,Drama",en,2018-09-14,5.3
A Good Day to Die Hard,"Action,Thriller",en,2013-02-06,5.3
Conan the Barbarian,"Adventure,Fantasy,Action",en,2011-08-17,5.3
The 11 Commandments,"Drama,Comedy",fr,2004-02-04,5.3
Friday the 13th: A New Beginning,"Horror,Mystery",en,1985-03-22,5.3
The Darkest Hour,"Horror,Action,Thriller,Science Fiction",en,2011-12-22,5.3
Army of One,Comedy,en,2016-11-04,5.3
Stop! Or My Mom Will Shoot,"Action,Comedy",en,1992-02-21,5.3
Apartment 143,"Horror,Thriller",en,2011-10-11,5.3
Spy Hard,"Comedy,Action",en,1996-05-24,5.3
Lake Bodom,Horror,fi,2016-08-19,5.3
Monolith,"Drama,Thriller",en,2016-05-12,5.3
Strangerland,"Drama,Thriller,Mystery",en,2015-07-01,5.3
Diary of a Wimpy Kid: The Long Haul,"Comedy,Family",en,2017-05-19,5.3
Marmaduke,"Family,Comedy",en,2010-06-04,5.3
Downsizing,"Comedy,Drama,Science Fiction",en,2017-12-22,5.3
Jungle 2 Jungle,"Comedy,Family",en,1997-03-04,5.3
Kidnapping Stella,Thriller,de,2019-06-29,5.3
Swimfan,Thriller,en,2002-09-06,5.3
Cuties,Drama,fr,2020-08-19,5.3
Beverly Hills Chihuahua,"Comedy,Family,Adventure,Romance",en,2008-10-03,5.3
Silent Night,"Comedy,Horror,Thriller,Mystery",en,2012-11-30,5.3
"Sex, Love & Therapy","Comedy,Romance",fr,2014-10-01,5.3
The Bag Man,"Crime,Drama,Thriller",en,2014-02-28,5.3
+1,"Thriller,Science Fiction",en,2013-09-20,5.3
Deadgirl,"Horror,Thriller",en,2008-09-06,5.3
The Head Hunter,"Horror,Fantasy",en,2019-04-05,5.3
